Book_Title,Year,Aristotle,Kant,Heidegger,Rawls,Davidson,Hegel,Strawson,Levinas,Nietzsche,Husserl,Locke,Anscombe,Hume,Parfit,Descartes,Arendt,Habermas,Weber,Dasein,Plato,Danto,Brague,Creon,Paul,Wittgenstein,Granger,Propp,Marcel,Franck,Spinoza,Taylor,Biran,Nussbaum,Sorge,Ricoeur,Husscrl,Kermode,Maclntyre,Donagan,Anscombc,Ross,Wright,Kemp,Habcrmas,Gewissen,Recanati,Benjamin,Weil,Antigone,Apel,Socrates,Freud,Hart,Martineau,Nabert,Gadamer,Hoffe,Rousseau,Jonas,Dworkin,Dascin,Volpi,Seuil,Pariente,Russell,Ryle,Chisholm,Schapp,Bremond,Geist,Sittlichkeit,Walzer,Lefort,Thomas,Fagot,Zac,Henry,Wahl,Robert,Gueroult,Riedel,Frye,Beauchamp,Ed,Jiingel,Greisch,Searle,Grice,Petit,Aron,Pierre,Kenny,Smith,Perry,Rorty,Greimas,Musil,Mink,Jauss,Maclntyrc,Koselleck,Sartre,Scheler,Marx,Rosenzweig,Hoffc,Nabcrt,Jaspers,Matthew,Dupuy,Stciner,Lalande,Claude,Hackett,Blair,Jean-Paul,Jovanovich,Bernanos,Leibniz,Quine,Frege,Hamlet,Dupont,Scuil,Austin,Peircc,Peirce,Harper,Arcndt,Macquarrie,Robinson,R,McLaughlin,McKcon,Hardie,McKeon,Gauthicr-Jolif,Ethique,Aquinas,Knox,Kelbley,Ravaisson,Braudel,Butler,Williams,Parflt,Jesus,Hamon,Mann,Gard,Quixote,Lingis,Nijhoff,Aubenque,Merleau-Ponty,Philia,Xenophon,Brouwer,Machiavelli,Beck,Carnois,Augustine,Perelman,Girard,Hobbes,Rex,Sophocles,Martha,Lycurgis,Steiner,Michael,Faber,Delaisi,Levi,Kohiberg,Taminiaux,Leib,Meno,Rene,Wilhelm,Jean,Martin,Michel,Karl,John,de,Charles,Max,Blamey,Spacmann,Vorlesungen,Bianco,Grcisch,Kearney,"Guillaume,1",Guillaume,Temps,Foucault,Selbst,Cress,Minneapolis-University,Malebranche,Shirley,Herder,Breazeale,Verstellung,Man,Ludovici,Fowlis,Vortrage,Gewissheit,Blarney,Thompson,Christ,Pascal,Clark,Ccrf,Paricnte,Colin,Raskolnikoff,Searlc,"Grice,5",Benvenistc,Benveniste,Meek,Lcmgages,Bcnveniste,Hartshornc,Weis,Deledalle,Rccanati,Icbstrahle,Ichpol,L.W.,Meldcn,Routledge,Blackwell,Savage,Caesar,Vcrmazen,Hintikka,Srrawson,Pellauer,Hutchinson,Routledgc,Bismarck,Frcge,Kohak,Gaye,Voilquin,Czcrny,Costello,Heyman,Routlcdgc,Dilthcy,Heraclitus,Vorsokratiker,Alain,Vhabitude,Constance,Allen,Unwin,Shoemaker,Rusitania,Lewis,Rey,Kapstein,Collins,Dilthey,Entstehung,Entwicklung,Gagncbin,Bywatcr,Scott,Wagner,Brcmond,Perron,Benjamins,Barthes,Dostoycvsky,Leiris,Scarle,Roth,Wittich,Miller,Fay,Lejeune,Tribe,Bctrachtungen,Zohn,Levi-Strauss,Coquet,Essai,Schwartz,Landsberg,Proust,Wiggins,Homer,Aristode,Sender,Heath,Strasser,Wood,Verlag,Fcssard,Hallo,Macht,Herrschaft,Matthews,Gcwirth,Paton,Riiegg,Gillioz,Castella,Fabre,Booth,Vandervekcn,Mariaga,Hcnrich,Prauss,Kiepcrheuer,Selbstliebe,Greene,Hudson,Bilan,Naef,Hirsch,Apcl,Ladd,Bobbs-Mcrrill,Mill,Sidgwick,"Dupuy,42",Strauss,Olivier,Wyckoff,Grcnc,Lattimorc,Dionysios,Buchanan,Vidal-Naquct,Mythe,Wahrheit,Fraisse,Haemon,Danac,Teiresias,Bacchus,Ellendt,Gcllrich,Castoriadis,Havel,Wilson,Vladislov,d'Allonnes,Tocquevillc,Macey,Abteilung,Constant,Stepelvich,Robins,Ricocur,Ellington,Shapiro,Lcllouchc,Mittmann,Lenhardt,Nicholson,Sandel,Hare,Lcfort,Finkielkraut,Gallimard,Kohlbcrg,Bubner,Petrek,Jena,Hisashige,Parmenides,Calvo,Marietti,Bewusstsein,Vezin,Zeit,Aristoteles,Wesen,Klostermann,Mohr,Itinerari,Verstehen,Millon,Arcndt—and,Oldenburg,Romeycr-Dherbey,Dcscartes,Etzkorn,Minuit,Ballard,Embree,Cairns,Kohut,Cohen,Jacques,Kaufmann,Hollingdale,Philosophenbuch,Vorzeit,Cartesian,Deleuze,Sein,Martincau,Gadamcr,Strachcy,Ancetrcs,M.,Otto,Hannah,Raymond,L.,Walter,Bergson,Henri,Luke,Remi,Fernand,Buder,Joseph,Cornelius,Roderick,Collingwood,Bonnot,Arthur,Donald,Dclaisi,Gcnevicve,Alan,Jean-Pierre,Durkheim,Emile,Anne,Gottlieb,Gottlob,Sigmund,Northrup,Hans-Georg,G.,Philippe,A.,Gottfried,David,Edmund,Jaus,Hans,Eberhard,Immanuel,Peter,Anthony,Frank,Reinhart,Leibnitz,Wilhclm,H.,Emmanuel,Alasdair,Gabriel,Roger,Maurice,Stuart,Friedrich,Derek,S.,Luc,Vladimir,Orman,Francois,Manfred,Jean-Jacques,Bertrand,Gilbert,R.,Moralitat,Baruch,George,Suzen,Tolstoy,Leo,Franco,Eric,Ludwig,Von,Sylvain
oneself-as-another,1990,189,141,65,52,47,47,40,39,34,26,24,22,22,19,17,17,17,14,13,12,12,12,12,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
