Book_Title,Year,Aristotle,Augustine,Fernand Braudel,William Dray,Raymond Aron,Max Weber,Von Wright,Maurice Mandelbaum,Martin Heidegger,Arthur C. Danto,W. B. Gallie,Paul Veyne,Edmund Husserl,Karl Hempel,James Redfield,Henri-Irenee Marrou,Georges Duby,Louis O. Mink,Hayden White,Marc Bloch,Jean Guitton,Jean Lallot,Charles Frankel,Kegan Paul,Northrop Frye,Ranke,Francois Furet,Frank Kermode,Pierre Chaunu,Immanuel Kant,Le Goff,Augustin,Patrick Gardiner,Philip II,Plato,Marx,Paul Ricoeur,G. H. von Wright,Harper,Y. Collingwood,Clifford Geertz,Edward Meyer,Hegel,Tocqueville,Routledge,Ernest Labrousse,Alfred Schutz,Wolfgang Iser,Wittgenstein,Burckhardt,Karl,Charles,E. P. Meijering,xii Bismarck,Henry James,Ernst Nagel,Gilbert Ryle,Lucien Febvre,Jacques Le Goff,Louis XIV,Gregory of Nyssa,Sian Reynolds,Seuil,Toynbee,Jean,Croce,Michelet,Robert Scholes,Robert Jauss,H. Michel,Gottfried Wilhelm,A. Solignac,Roselyne Dupont-Roc,Jesus,Rickert,Huguette,Dan,Hayden,Gerard,Plotin,Gallimard,David,Henri,Frank L. Lucas,B. Hardison,A. Hermann,Jurgen Habermas,Bertrand Russell,George Walsh,Eric Auerbach,Claude Levi-Strauss,E. Anscombe,Charles Taylor,Charles Victor,Hans Robert,Richard Simon,Stanislas Boros,Pierre Courcelle,Etienne Gilson,James Hutton,Paul Lacombe,Kathleen McLaughlin,Roy Schafer,Wilhelm Schapp,Peter Winch,Raymond Aron ’,Charles E. Reagan,David Stewart,A. Colin,Plotinus,Merleau-Ponty,Minkowski,Adam,Cassirer,Propp,Leibniz,Dasein,Nietzsche,Mark,Rimbaud,Whitehead,Peirce,Boethius,Caesar,Cournot,Goethe,Hume,Schumpeter,Gorgias,Socrates,Benveniste,Jurgen,Norm,Malcolm,Clifford,Gramsci,Claude,Pierre,Georges,Maurice,Stephen,Peter,Oedipus Rex,H.-G. Gadamer,Charles Victor Langlois,Robert Kellogg,L. Golden,Peripeteia Richardson,Wilhelm Windelband,Hannah Arendt,David L. Balas,Roland Barthes,Walter Benjamin,Louis-Napoleon Bonaparte,Claude Bremond,John C. Callahan,Lawrence Durrell,Victor Goldschmidt,E. H. Gombrich,P. Goubert,G. G. Granger,Johann Wolfgang,Carlo Levi,J. L. Mackie,Jean Marczewski,Marcel Mauss,George Herbert Mead,Karl Popper,Emmanuel Le Roy,Madame de Stein,Peter Strawson,Harald Weinrich,David Pellauer,Francois Dagognet,Eugen Fink,Francois Simiand,Henri Berr,Philippe Aries,W. Dray,William H. Dray,von Wright,Arthur Danto,Michel de Certeau,Gaston Fessard,Charles V,Georges Dumezil,Gregory the Great,Augustin Cochin,E. J. Brill,T. Paul Verghese,Norman Kemp Smith,Charles Scribner,Hermann Liibbe,Handlungen Geschichten,Walter de Gruyter,Arthur Goldhammer,Michel Vovelle,Barbara Bray,Ed,Cunningham,Joshua,Verba,God,Homer,Austin,Ulysses,Iconographie,Pauline,Simmel,Terre,Buddha,Georg,Nephew,Booth,Lubbe,Krisis,Fugger,Philip,Adalbero,Capetian,Arisotle,Klostermann,Zetein,Sansoni,Athanasius,Hector,Pamela,Greimas,Minuit,Hackett,Albert,Beauvais,Piete,Fayard,Liveright,Handlungsinterferenz,Zufall,Kries,Voltaire,Kondratiev,Althusser,Louis,Karl-Otto,Hannah,Philippe,Raymond,Gabriel,Eric,Roland,Werner,Walter,Emile,Bergson,Isaiah,Joseph,Otto,Marc,Louis-Napoleon,Wayne,Stanislas,Fernand,Jacob,Julius,Ernst,Andre,Christopher,Courtis,Benedetto,Roselyne,Lawrence,Lucien,Gaston,Eugen,Freud,Sigmund,Francois,Hans-Georg,Patrick,Etienne,Nelson,Antonio,Martin,Herodotus,Edmund,Henry,Joyce,Kafka,Franz,Immanuel,Frank,Ernest,Jacques,Carlo,Kathleen,Norman,Henri-Irende,Marcel,Edward,Jules,Lewis,Eugene,Friedrich,Vladimir,Leopold,Samuel,Bertrand,Gilbert,Ferdinand,Alfred,Frangois,Richard,Spengler,Sulaiman,Tolstoy,Arnold,Heinrich,Mario,Vico,Giambattista,Harald,Max,Morton,K. McLAUGHLIN,D. PELLAUER,Paul Ricouer,Joseph Bien,G. P. V. Collyer,Mario Valdes,Henry James ’,Henri Marrou,H. I. Marrou,Simon Kuznets,Louis “,Christopher Columbus,G. H. Von Wright,Arthur Danto.21 With Danto,H. G. Wells,Stephen Pepper,Karl Mannheim,Zur Theorie,Aron ’,Fustel de Coulanges,Charles Loyseau,Karl Brande,R. S. Pine-Coffin,E. Trehorel,G. Bouissou,Desclee de Brouwer,Le Temps,Werner Beierwaltes,E. Gilson,P. Duhem,J. Guitton,J. Callahan,H. Dorrie,M. Altenburger,U. Sinryhe,Gregory von Nyssa,Bernard de Clairvaux,G. F. Else,J. Hardy,La Poetique,James M. Redfield,G. Else,R. P. Blackmur,Manfred Riedel,Vernunftiges Denken ( BerlinNew York,Hans Robert Jauss,Timothy Bahti,Michael Shaw,Leon Golden,Alan R. White,Basil Blackwell,John Macquarrie,Edward Robinson,Willard R. Trask,Essai d'une Philosophie,Armand Colin,B. Heymann,George G. Grabowica,J. Courtes,Larry Christ,Daniel Patte,De la Phenomenologie,Didier Frank ( Paris,Hans-Georg Gadamer,Nelson Goodman,Henrik von Wright,George J. Irwin,Charles Seignobos,G. G. Berry,Henry Holt,Henri I. Marrou,Robert J. Olson,Roger Chartier,Jacques Revel,Peter Putnam,Henri Focillon,Charles Beecher Hogan,George Keebler,Sarah Matthews,Frangois Simiand,Cent Mille Provinciaux,F. Braudel,Les Sructures,Les Jeux,Miriam Kochan,Pierre Nora,Helen Weaver,Emmanuel Le Roy Ladurie,G. Braziller,Ben Reynolds,J. C. B. Mohr,Isaiah Berlin,W. H. Dray,H. L. A Hart,Stephen Toulmin,Meterogonic der Zwecke,J. Mittelstrass,M. Reidel,Verniinftiges Denken,G. E. M. Anscombe,B. Blackwell,J. L. Petit,Dorian Tiffeneau,de Gaulle,Morton White,Karl-Otto Apel,David Carr,Edward Shils,Henry A. Finch,Ignatius Loyola,Talcott Parsons,Frederick Lehnhart,Victor Turner,H. L. A. Hart,A. M. Honore,Mary Feeney,George Braziller,Don John,M. Reep,Gabriel Audisio,Jean Giono,Andre Chamson,Les Dieux,Elborg Forster,G. E. M.,John C.,Samuel Taylor,R. G.,xii Dagognet,William H.,H. L. A.,G. W. F.,Roselyne Langlois,Frank L.,George Herbert,Josef A.,Alexis de,Ill Toulmin,xii Verghese,T. Paul,Georg H.,Alfred North
time-narrative1,1983,126,69,65,46,45,45,29,26,23,23,22,22,19,18,18,17,16,16,15,15,13,12,12,12,12,11,11,11,11,10,10,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
