Book_Title,Year,Paul Ricoeur,Edmund Husserl,Gabriel Marcel,Sartre,Descartes,Mounier,Brentano,Husserlian,James,Paul RicoeurDigital Ricoeur,Maria Rilke,M. D. Herter Norton,W. W. Norton,van Breda ( Paris,Charles Kelbley,Marcel ’
freedom-and-na,1950,18,8,5,2,1,1,1,1,1,1,1,1,1,1,1,1
