Book_Title,Year,Paul Ricoeur,Edmund Husserl,Descartes,Bergson,Freud,J.-P. Sartre,William James,Kant,Tolman,Maria Rilke,Gabriel Marcel,Alain,Kurt Goldstein,R. Dalbiez,Maine de Biran,Kurt Lewin,Forsch,Maurice Blondel,G. Dumas,Le Senne,A. Burloud,P. Guillaume,Malebranche,Ravaisson,Heymans,Epoche Bradley,P. Janet,Hegel,Martin Heidegger,Nietzsche,Koffka,Charles,Jean,A. Pfander,M. Pradines,Jean Nabert,Paul Valery,Elizabeth,Ribot,Thorndike,Goethe,Paul,Maurice Debesse,St. Thomas,Van der Veldt,Phil,Hamelin,Delacroix,Alcmene,Maurice,Kurt,Halle,Ludwig Klages,J. Laporte,Max Scheler,Der Wille,Marcus Aurelius,Kierkegaard,Minkowski,Kohler,Weizsacker,Rousseau,Renee,P. Essai,Hans Reiner,Karl Jaspers,G. Marcel,Shand,Michotte,Hildebrand,Schopenhauer,Rauh,Plato,Aristotle,Leibniz,Henri,Karl,William,Joseph,Edward,Andre,Maurice Merleau-Ponty,Joseph Joubert,Rainer Maria,M. D. Herter Norton,K. Jaspers,Les Sens,J. Boutonier,P. Mesland,Pierre Janet,Mounier,Husserlian,Dostoevski,Wollen,Pascal,Malinowski,Wundt,Gilson,Duncker,Pavlov,Tisserand,Albert,Emile,Wolfgang,John Macquarrie,Mikel Dufrenne,Alfred Adler,4i6n Watson,Charles Renouvier,Hemmung von Willensmessung,R. Aron,Gaston Bachelard,Ferdinand Brunot,R. Collin,Renee Dejean,Jean Rostand,Thomas Aquinas,Homo Viator,De Vangoisse,Les Volitions,La Psychologie,Le Mensonge,R. Le Senne,VIII,Glueck,Lind,Darwin,Dugas,Claparede,Achilles,Tilquin,Blanche,Sherrington,Bethe,Pieron,Nahlowsky,Principes,Ach,Locke,Carr,Johnson,Ann,Mallarme,Amiel,Hier,Dasein,Alfred,Raymond,Marcus,Gaston,Robert,Louis,Juliette,Francis,Ferdinand,Walter,Lucien,Roland,Mikel,Georges,Sigmund,Etienne,Georg,Martin,Gerardus,Edmund,Pierre,Immanuel,Ludwig,Gottfried,Jules,Lindworsky,Johannes,Nicholas,Bronislaw,Gabriel,Eugene,Michel,Alexander,Frederic,Felix,Hans,Jean-Paul,Arthur,Friedrich,Charles Adam,Charles Kelbley,Edward Robinson,Robert Rostal,Hazel Barnes,Josiah Royce,George J. Irwin,W. R. B. Gibson,J. Lequier,V. Dembo,Katherine Farrer,W. J. H. Sprott,Charles Baudoin,i6sn Giradoux,Lucien Cuenot,Marcel Proust,Peter Heath,E. Goblot,Andre Mayer,von Monakov,Maria Osvianskina,Edgar Allan Poe,Roland Dalbiez,Ueber den Willensakt,Der Aufbau,William Earle,Paul Valery (,Charles Blondel,De Malo,K. Lewin,Der Aufbau des Organismus,Les Debuts de Vintelligence,A. Karsten,De Vhabitude,B. Leishman,Stephen Spender,Quentin Lauer,Elizabeth Carter,Ernst Beutler,A. Brill,Thomas K. Abbot,Antoine de,Brentano,Le,Hume,Il,Freiheit,Phanomenologie,Grund,Abgrund,Gandhi,Jankelevich,Pauline,Erfassen,Dallenbach,Liebniz,Fischer,Frank,Bain,Semon,Jankelevitch,Tom,Guterman,Ines,Stapfer,Zeigarnik,Paulhan,Stoff,Essais,Elizebeth,Tims,God,Spencer,Cournot,Tun,Pelleas,Spinoza,Villon,Verlaine,Burman,Moncrieff,Jove,Gedenkausgabe,Briefe,Leben,Geist,Kleist,Narziss,Boutonoier,Camus,Cannon,Morton,Lindsay,Wolf,Lefebvre,Zeit,Sammelforschung,Calvert,Rennee,Leibnitz,Steiner,McDougall,Gouhier,Hazlitt,Ravaisson-Mollien,Theodule,Jean-Jacques,Max,Hillebrand,Wilhelm,Remy,Auguste,Fedor,Durkheim,Gide,Johann,David,Kersten,Soren,John,Stephane,Priim,Blaise,Josiah,Herbert,Paul RicoeurDigital Ricoeur,W. W. Norton,van Breda ( Paris,Marcel ’,van Breda,La Symbolique,Joseph Moreau,W. H. Sheldon,Klages ’ Vorschule der Charakterkunde,John H. Lavely,Derek Kelly,Frances Macpher-son Kohak,M. Nabert,Zur Psychologie der Gesin-nungen,La Pensee,Auguste Comte,Der Formalis-mus,Jean Nogue,Georges Dumas,C. D. Lewis,Don Quixotic,Sancho Panza,J. Mathews,ein Herausfassen,Phanomenologie des Wollens,Thomas ),C. Day Lewis,Struktur der Seele,Paul Guillaume,Zwei Grundtypen von Lebensprozessen,Johannes Lind-worsky,Ren6e Dejean,Ilcrc Maine de Biran,William MacDougall,Larguier des Bancels,P. Janet ’,R. Dejean,Charles Blondcl,L. Dumont,O. Selz,de Maine de Biran,L. Brunschvicg,Le Caractere,E. Mourner,R. Boyce Gibson,Charles Mauron,Mallarmi Vobscur,Befindlichkeit Heidegger,Ein Erlebnis,H. Vernet,L. Bournoure,Rainer Maria Rilke,Hughlings Jackson,M. Debesse,La Crise,M. Dcbesse,Le Temps,J. Laforgue,P. Valery,R. M. Rilke,Fiir den Gott,Jeder Engel,Romano Guardini,Hope Yet,George Long,R. L. Pogson,Arthur Mitchell,R. Ashley Audra,Cloudesley Brereton,Justin O ’ Brien,Paul Tannery,Elizabeth S. Haldane,G. R. T. Ross,G. Stanley Hall,Thomas d'Aquin,R. W. Boyce Gibson,Logische Untersuchungen,Vorlesungen zur Phdnomenologie,James S. Churchill,J. H. Bernard,Vorschule der Charakterkunde,Lecomte du Nouy,A. G. Langley,Zwei Grundtypen,A. Robinet,Emme Crauford,Bernard Wall,Alden L. Fisher,Collin Smith,Das Gefiihlsleben,I. Paris,Bernard Frechtman,Denis Devlin,E. B. Titchener,Don Quixote,de Biran,4o6n Mayer,Ivan P.,Edgar Allan,John B.
freedom-and-nature,1950,111,50,49,35,29,27,27,22,21,20,20,19,19,19,19,18,15,15,15,14,13,13,12,12,12,11,10,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
